DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20890642,"Sulfuric acid, chromium(3+) salt (3:2)",10101-53-8,GRWVQDDAKZFPFI-UHFFFAOYSA-H,Chromium(3+) sulfate (2/3),[Cr+3].[Cr+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,"InChI=1S/2Cr.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",Cr2O12S3,392.16,391.736201,44,,40,2,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5026207,"2,3,4-Trichlorophenol",15950-66-0,HSQFVBWFPBKHEB-UHFFFAOYSA-N,"2,3,4-Trichlorophenol",OC1=CC=C(Cl)C(Cl)=C1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-2-4(10)6(9)5(3)8/h1-2,10H",C6H3Cl3O,197.44,195.924948,75,4,84,,2,40/235,17.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049650,Isopropanolamine dodecylbenzene,42504-46-1,BUYGZEAOFCSTDO-UHFFFAOYSA-N,1-Aminopropan-2-ol--dodecylbenzene (1/1),CC(O)CN.CCCCCCCCCCCCC1=CC=CC=C1,"InChI=1S/C18H30.C3H9NO/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18;1-3(5)2-4/h11,13-14,16-17H,2-10,12,15H2,1H3;3,5H,2,4H2,1H3",C21H39NO,321.549,321.303165,27,,1,3,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6023600,Strychnine,57-24-9,QMGVPVSNSZLJIA-FVWCLLPLSA-N,(19S)-Strychnidin-10-one,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1",C21H22N2O2,334.419,334.168128,156,4448,104,7,1,5/251,2.0,251
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020448,"1,2-Dichloropropane",78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-Dichloropropane",CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",C3H6Cl2,112.98,111.984656,216,74,114,44,1,0/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50884938,"Silicate(2-), hexafluoro-, zinc (1:1)",16871-71-9,IRPUQLOSQCXHEW-UHFFFAOYSA-N,Zinc hexafluoridosilicate(2-),[Zn++].F[Si--](F)(F)(F)(F)F,"InChI=1S/F6Si.Zn/c1-7(2,3,4,5)6;/q-2;+2",F6SiZn,207.46,205.896488,39,,24,8,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90892315,Ammonium tetrachlorozincate,14639-97-5,QOQUXKCHSZSKOT-UHFFFAOYSA-L,Ammonium zinc chloride (2/1/4),[NH4+].[NH4+].[Cl-].[Cl-].[Cl-].[Cl-].[Zn++],InChI=1S/4ClH.2H3N.Zn/h4*1H;2*1H3;/q;;;;;;+2/p-2,Cl4H8N2Zn,243.26,239.873301,31,,5,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020040,Aldrin,309-00-2,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,"(1R,4S,4aS,5S,8R,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-",C12H8Cl6,364.9,361.875717,192,556,48,40,1,257/904,28.0,904
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0058481,"Dichloro-1-propene, mixt. with 1,2-dichloropropane",8003-19-8,,,,,,, ,33,8,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7025683,Methylamine,74-89-5,BAVYZALUXZFZLV-UHFFFAOYSA-N,Methanamine,CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",CH5N,31.058,31.042199,136,10900,152,4,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7040316,Nickel chloride,7718-54-9,QMMRZOWCJAIUJA-UHFFFAOYSA-L,Nickel(2+) dichloride,[Cl-].[Cl-].[Ni++],InChI=1S/2ClH.Ni/h2*1H;/q;;+2/p-2,Cl2Ni,129.59,127.873047,100,680,25,33,2,17/403,4.0,403
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021575,Dalapon,75-99-0,NDUPDOJHUQKPAG-UHFFFAOYSA-N,"2,2-Dichloropropanoic acid",CC(Cl)(Cl)C(O)=O,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",C3H4Cl2O2,142.96,141.958835,151,12,92,14,2,3/849,0.0,849
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020529,"2,4-Dinitrotoluene",121-14-2,RMBFBMJGBANMMK-UHFFFAOYSA-N,"1-Methyl-2,4-dinitrobenzene",CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",C7H6N2O4,182.135,182.032757,198,379,134,37,1,32/890,4.0,890
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2032683,Mevinphos,7786-34-7,GEPDYQSQVLXLEU-UHFFFAOYSA-N,Methyl 3-[(dimethoxyphosphoryl)oxy]but-2-enoate,COC(=O)C=C(C)OP(=O)(OC)OC,"InChI=1S/C7H13O6P/c1-6(5-7(8)10-2)13-14(9,11-3)12-4/h5H,1-4H3",C7H13O6P,224.149,224.044975,150,97,22,5,1,47/929,5.0,929
https://comptox.epa.gov/dashboard/chemical/details/DTXSID501014962,Dioxobis(stearato)dilead,56189-09-4,,,,,,, ,17,,,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021808,o-Cresol,95-48-7,QWVGKYWNOKOFNN-UHFFFAOYSA-N,2-Methylphenol,CC1=C(O)C=CC=C1,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",C7H8O,108.14,108.057515,219,184,232,74,1,18/841,2.0,841
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8027240,"3,4-Dinitrotoluene",610-39-9,INYDMNPNDHRJQJ-UHFFFAOYSA-N,"4-Methyl-1,2-dinitrobenzene",CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3",C7H6N2O4,182.135,182.032757,122,4,88,2,2,142/644,22.0,644
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7040449,Copper(II) chloride,7447-39-4,ORTQZVOHEJQUHG-UHFFFAOYSA-L,Copper(2+) dichloride,[Cl-].[Cl-].[Cu++],InChI=1S/2ClH.Cu/h2*1H;/q;;+2/p-2,Cl2Cu,134.45,132.867303,89,595,26,29,2,30/235,13.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025678,Ethanamine,75-04-7,QUSNBJAOOMFDIB-UHFFFAOYSA-N,Ethanamine,CCN,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",C2H7N,45.085,45.057849,134,133,207,8,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3064271,"2,4,5-T dimethylamine salt",6369-97-7,KDKIQPRSLMHYNN-UHFFFAOYSA-N,"N-Methylmethanaminium (2,4,5-trichlorophenoxy)acetate",C[NH2+]C.[O-]C(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,"InChI=1S/C8H5Cl3O3.C2H7N/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13;1-3-2/h1-2H,3H2,(H,12,13);3H,1-2H3",C10H12Cl3NO3,300.56,298.988276,24,,12,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040125,Chromium trioxide,1333-82-0,WGLPBDUCMAPZCE-UHFFFAOYSA-N,Tris(oxido)chromium,O=[Cr](=O)=O,InChI=1S/Cr.3O,CrO3,99.993,99.925250,90,63,85,392,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0024395,Acetic anhydride,108-24-7,WFDIJRYMOXRFFG-UHFFFAOYSA-N,Acetic anhydride,CC(=O)OC(C)=O,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3,C4H6O3,102.089,102.031694,152,282,328,28,2,2/235,1.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0024260,Phosgene,75-44-5,YGYAWVDWMABLBF-UHFFFAOYSA-N,Carbonyl dichloride,ClC(Cl)=O,InChI=1S/CCl2O/c2-1(3)4,CCl2O,98.91,97.932620,120,489,60,4,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90890513,"Thiocyanic acid, lead(2+) salt (2:1)",592-87-0,VRNINGUKUJWZTH-UHFFFAOYSA-L,,[Pb++].[S-]C#N.[S-]C#N,InChI=1S/2CHNS.Pb/c2*2-1-3;/h2*3H;/q;;+2/p-2,C2N2PbS2,323.4,323.926943,34,,20,3,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1024336,Thallium (I) sulfate,7446-18-6,YTQVHRVITVLIRD-UHFFFAOYSA-L,Dithallium(1+) sulfate,[Tl+].[Tl+].[O-]S([O-])(=O)=O,"InChI=1S/H2O4S.2Tl/c1-5(2,3)4;;/h(H2,1,2,3,4);;/q;2*+1/p-2",O4STl2,504.82,505.900586,70,34,45,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5029631,Calcium oxide,1305-78-8,BRPQOXSCLDDYGP-UHFFFAOYSA-N,(Oxido)calcium,[O--].[Ca++],InChI=1S/Ca.O/q+2;-2,CaO,56.077,55.957506,134,1328,68,1469,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020596,Ethylbenzene,100-41-4,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,Ethylbenzene,CCC1=CC=CC=C1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",C8H10,106.168,106.078250,274,686,241,5918,1,1/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4044161,Antimony trichloride,10025-91-9,FAPDDOBMIUGHIN-UHFFFAOYSA-K,Trichlorostibane,Cl[Sb](Cl)Cl,InChI=1S/3ClH.Sb/h3*1H;/q;;;+3/p-3,Cl3Sb,228.11,225.810370,96,27,85,17,2,67/406,17.0,406
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00883592,"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-, copper(2+) salt (1:1)",815-82-7,RSJOBNMOMQFPKQ-ZVGUSBNCSA-L,"Copper(2+) (2R,3R)-2,3-dihydroxybutanedioate",[Cu++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"InChI=1S/C4H6O6.Cu/c5-1(3(7)8)2(6)4(9)10;/h1-2,5-6H,(H,7,8)(H,9,10);/q;+2/p-2/t1-,2-;/m1./s1",C4H4CuO6,211.616,210.930386,26,,27,2,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024864,Crotonaldehyde,4170-30-3,MLUCVPSAIODCQM-UHFFFAOYSA-N,But-2-enal,CC=CC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",C4H6O,70.091,70.041865,126,172,41,4,1,0/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020250,Carbon tetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,Tetrachloromethane,ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",CCl4,153.81,151.875411,239,11059,114,233,2,1/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2023806,Vanadium oxide (V2O5),1314-62-1,,,,,,, ,117,241,,357,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3024366,Triethylamine,121-44-8,ZMANZCXQSJIPKH-UHFFFAOYSA-N,"N,N-Diethylethanamine",CCN(CC)CC,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",C6H15N,101.193,101.120449,198,368,819,244,1,15/405,4.0,405
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5027932,Dodecylbenzene sulfonate triethanolamine(1:1),27323-41-7,,,,,,, ,86,,,35,1,198/968,20.0,968
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2064991,Ammonium sulfite,10196-04-0,PQUCIEFHOVEZAU-UHFFFAOYSA-N,Bisammonium sulfite,[NH4+].[NH4+].[O-]S([O-])=O,"InChI=1S/2H3N.H2O3S/c;;1-4(2)3/h2*1H3;(H2,1,2,3)",H8N2O3S,116.14,116.025563,68,8,26,424,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00891738,Dichloro-1-propene,26952-23-8,,,,,,, ,30,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8034455,Chromic(VI) acid,7738-94-5,KRVSOGSZCMJSLX-UHFFFAOYSA-L,Dihydroxido[bis(oxido)]chromium,O[Cr](O)(=O)=O,InChI=1S/Cr.2H2O.2O/h;2*1H2;;/q+2;;;;/p-2,CrH2O4,118.008,117.935815,76,,51,103,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90274011,Nickel hydroxide (Ni(OH)2),12054-48-7,BFDHFSHZJLFAMC-UHFFFAOYSA-L,Nickel(2+) dihydroxide,[OH-].[OH-].[Ni++],InChI=1S/Ni.2H2O/h;2*1H2/q+2;;/p-2,H2NiO2,92.707,91.940821,82,57,39,504,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2035223,Trisodium phosphate,7601-54-9,RYFMWSXOAZQYPI-UHFFFAOYSA-K,Trisodium phosphate,[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O,"InChI=1S/3Na.H3O4P/c;;;1-5(2,3)4/h;;;(H3,1,2,3,4)/q3*+1;/p-3",Na3O4P,163.939,163.922728,119,1199,94,500,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7052789,Sodium trimetaphosphate,7785-84-4,UGTZMIPZNRIWHX-UHFFFAOYSA-K,"Trisodium 2,4,6-trioxo-1,3,5,2lambda~5~,4lambda~5~,6lambda~5~-trioxatriphosphinane-2,4,6-tris(olate)",[Na+].[Na+].[Na+].[O-]P1(=O)OP([O-])(=O)OP([O-])(=O)O1,"InChI=1S/3Na.H3O9P3/c;;;1-10(2)7-11(3,4)9-12(5,6)8-10/h;;;(H,1,2)(H,3,4)(H,5,6)/q3*+1;/p-3",Na3O9P3,305.882,305.844825,65,72,45,5,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2020844,Methyl methacrylate,80-62-6,VVQNEPGJFQJSBK-UHFFFAOYSA-N,Methyl 2-methylprop-2-enoate,COC(=O)C(C)=C,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",C5H8O2,100.117,100.052429,220,1727,157,491,1,1/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00893979,Dipotassium hexafluorozirconate(2-),16923-95-8,BJZIJOLEWHWTJO-UHFFFAOYSA-H,,[K+].[K+].[F-][Zr+4]([F-])([F-])([F-])([F-])[F-],InChI=1S/6FH.2K.Zr/h6*1H;;;/q;;;;;;2*+1;+4/p-6,F6K2Zr,283.411,281.822530,43,,,27,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021790,2-Nitrophenol,88-75-5,IQUPABOKLQSFBK-UHFFFAOYSA-N,2-Nitrophenol,OC1=C(C=CC=C1)[N+]([O-])=O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",C6H5NO3,139.11,139.026943,174,84,189,16,2,6/433,1.0,433
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4026399,Calcium carbide (CaC2),75-20-7,UIXRSLJINYRGFQ-UHFFFAOYSA-N,Calcium ethynediide,[Ca++].[C-]#[C-],InChI=1S/C2.Ca/c1-2;/q-2;+2,C2Ca,64.1,63.962591,70,28,,30,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6024200,m-Cresol,108-39-4,RLSSMJSEOOYNOY-UHFFFAOYSA-N,3-Methylphenol,CC1=CC(O)=CC=C1,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",C7H8O,108.14,108.057515,201,525,198,39,2,5/438,1.0,438
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0064969,Disodium phosphate hydrate,10140-65-5,LVXHNCUCBXIIPE-UHFFFAOYSA-L,Sodium hydrogen phosphate--water (2/1/1),O.[Na+].[Na+].OP([O-])([O-])=O,"InChI=1S/2Na.H3O4P.H2O/c;;1-5(2,3)4;/h;;(H3,1,2,3,4);1H2/q2*+1;;/p-2",H3Na2O5P,159.972,159.951349,19,,24,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020306,Chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,Trichloromethane,ClC(Cl)Cl,InChI=1S/CHCl3/c2-1(3)4/h1H,CHCl3,119.37,117.914383,257,6098,356,292,1,13/235,6.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2064072,Ammonium bioxalate monohydrate,5972-73-6,JRWKBXBBNURFHV-UHFFFAOYSA-N,Oxalic acid--ammonia--water (1/1/1),N.O.OC(=O)C(O)=O,"InChI=1S/C2H2O4.H3N.H2O/c3-1(4)2(5)6;;/h(H,3,4)(H,5,6);1H3;1H2",C2H7NO5,125.08,125.032422,12,,14,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4020791,Malathion,121-75-5,JXSJBGJIGXNWCI-UHFFFAOYSA-N,Diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",C10H19O6PS2,330.35,330.036068,250,2028,157,72,1,153/1086,14.0,1086
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5029712,Ferric sulfate,10028-22-5,RUTXIHLAWFEWGM-UHFFFAOYSA-H,Iron(3+) sulfate (2/3),[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,"InChI=1S/2Fe.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",Fe2O12S3,399.86,399.725061,89,356,63,30,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6091556,Uranyl nitrate,36478-76-9,,,,,,, ,24,331,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6034479,Copper sulfate,7758-98-7,ARUVKPQLZAKDPS-UHFFFAOYSA-L,Copper(2+) sulfate,[Cu++].[O-]S([O-])(=O)=O,"InChI=1S/Cu.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",CuO4S,159.6,158.881328,126,1897,137,163,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6050463,Ammonium fluoride,12125-01-8,LDDQLRUQCUTJBB-UHFFFAOYSA-N,Ammonium fluoride,[NH4+].[F-],InChI=1S/FH.H3N/h1H;1H3,FH4N,37.037,37.032777,67,92,55,56,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8064858,Potassium chromate(VI),7789-00-6,XMXNVYPJWBTAHN-UHFFFAOYSA-N,Dipotassium tetraoxidochromate(2-),[K+].[K+].[O-][Cr]([O-])(=O)=O,InChI=1S/Cr.2K.4O/q;2*+1;;;2*-1,CrK2O4,194.189,193.847577,73,149,73,74,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5029633,Potassium hydroxide,1310-58-3,KWYUFKZDYYNOTN-UHFFFAOYSA-M,Potassium hydroxide,[OH-].[K+],InChI=1S/K.H2O/h;1H2/q+1;/p-1,HKO,56.105,55.966446,167,818,253,4058,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2026238,Trimethylamine,75-50-3,GETQZCLCWQTVFV-UHFFFAOYSA-N,"N,N-Dimethylmethanamine",CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,C3H9N,59.112,59.073499,163,596,275,4,2,2/430,0.0,430
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7020974,Nitrogen dioxide,10102-44-0,JCXJVPUVTGWSNB-UHFFFAOYSA-N,Nitrosooxidanyl,[O]N=O,InChI=1S/NO2/c2-1-3,NO2,46.005,45.992903,93,3914,21,38,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00883416,(2S)-2-Butanamine,513-49-5,BHRZNVHARXXAHW-BYPYZUCNSA-N,(2S)-Butan-2-amine,CC[C@H](C)N,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3/t4-/m0/s1",C4H11N,73.139,73.089149,34,,65,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1027007,Propanoic anhydride,123-62-6,WYVAMUWZEOHJOQ-UHFFFAOYSA-N,Propanoic anhydride,CCC(=O)OC(=O)CC,"InChI=1S/C6H10O3/c1-3-5(7)9-6(8)4-2/h3-4H2,1-2H3",C6H10O3,130.143,130.062994,103,14,102,2,2,0/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7026075,"2,4,5-T isooctyl ester",25168-15-4,,,"C*.CCCCCCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1 |c:13,20,t:16,lp:9:2,11:2,13:2,16:3,19:3,21:3,m:1:3.4.5.6.7.8|",,,, ,38,1,,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5049817,Zinc carbonate,3486-35-9,FMRLDPWIRHBCCC-UHFFFAOYSA-L,Zinc carbonate,[Zn++].[O-]C([O-])=O,"InChI=1S/CH2O3.Zn/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",CO3Zn,125.39,123.913886,76,52,32,25,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042427,Sulfur monochloride,10025-67-9,PXJJSXABGXMUSU-UHFFFAOYSA-N,,ClSSCl,InChI=1S/Cl2S2/c1-3-4-2,Cl2S2,135.02,133.881848,80,8,39,2,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",94-75-7,OVSKIKFHRZPJSS-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",C8H6Cl2O3,221.03,219.969400,257,2614,216,93,1,39/969,4.0,969
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2064814,Sodium selenite (NaHSeO3),7782-82-3,OHYAUPVXSYITQV-UHFFFAOYSA-M,Sodium hydrogen selenite,[Na+].O[Se]([O-])=O,"InChI=1S/Na.H2O3Se/c;1-4(2)3/h;(H2,1,2,3)/q+1;/p-1",HNaO3Se,150.966,151.898860,23,1619,35,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022055,tert-Butyl acetate,540-88-5,WMOVHXAZOJBABW-UHFFFAOYSA-N,tert-Butyl acetate,CC(=O)OC(C)(C)C,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",C6H12O2,116.16,116.083730,151,17,109,12,2,2/428,0.0,428
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3029653,"Thiocyanic acid, ammonium salt",1762-95-4,SOIFLUNRINLCBN-UHFFFAOYSA-N,Ammonium thiocyanate,[NH4+].[S-]C#N,InChI=1S/CHNS.H3N/c2-1-3;/h3H;1H3,CH4N2S,76.12,76.009519,103,60,105,150,2,8/442,2.0,442
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50873983,Beryllium fluoride,7787-49-7,JZKFIPKXQBZXMW-UHFFFAOYSA-L,Beryllium difluoride,F[Be]F,InChI=1S/Be.2FH/h;2*1H/q+2;;/p-2,BeF2,47.0089894,47.008989,39,,30,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1049641,Hydrogen fluoride,7664-39-3,KRHYYFGTRYWZRS-UHFFFAOYSA-N,Hydrogen fluoride,F,InChI=1S/FH/h1H,FH,20.006,20.006228,116,1263,178,444,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1047522,Sodium hexametaphosphate,10124-56-8,GCLGEJMYGQKIIW-UHFFFAOYSA-H,"Hexasodium 2,4,6,8,10,12-hexaoxo-2lambda~5~,4lambda~5~,6lambda~5~,8lambda~5~,10lambda~5~,12lambda~5~-cyclohexaphosphoxane-2,4,6,8,10,12-hexakis(olate)",[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P1(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)O1,"InChI=1S/6Na.H6O18P6/c;;;;;;1-19(2)13-20(3,4)15-22(7,8)17-24(11,12)18-23(9,10)16-21(5,6)14-19/h;;;;;;(H,1,2)(H,3,4)(H,5,6)(H,7,8)(H,9,10)(H,11,12)/q6*+1;/p-6",Na6O18P6,611.763,611.689651,95,141,25,136,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60916714,"Butan-2-yl (2,4-dichlorophenoxy)acetate",94-79-1,PVVPYVMHXYPBQZ-UHFFFAOYSA-N,"Butan-2-yl (2,4-dichlorophenoxy)acetate",CCC(C)OC(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C12H14Cl2O3/c1-3-8(2)17-12(15)7-16-11-5-4-9(13)6-10(11)14/h4-6,8H,3,7H2,1-2H3",C12H14Cl2O3,277.14,276.032000,8,,14,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021284,Styrene,100-42-5,PPBRXRYQALVLMV-UHFFFAOYSA-N,Ethenylbenzene,C=CC1=CC=CC=C1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",C8H8,104.152,104.062600,276,1679,317,1422,1,1/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020023,Acrolein,107-02-8,HGINCPLSRVDWNT-UHFFFAOYSA-N,Prop-2-enal,C=CC=O,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",C3H4O,56.064,56.026215,227,2468,139,15,2,2/235,1.0,235
